date,grid_id,latitude,longitude,coarse_rain_forecast_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture,satellite_rain_mm,elevation_m,rainfall_target_mm,rain_event
2026-06-13,G0193,25.90045,87.05022,12.88,27.97,83.44,2.01,0.431,3.17,64.4,6.79,1
2026-06-13,G0194,25.90045,87.09024,13.78,29.35,81.89,4.4,0.318,2.54,68.08,5.08,1
2026-06-13,G0195,25.90045,87.13012,15.87,30.23,70.45,3.63,0.335,12.29,68.36,8.17,1
2026-06-13,G0196,25.93649,86.57001,21.25,30.93,74.64,2.45,0.352,7.77,67.55,9.4,1
2026-06-13,G0197,25.93649,86.61003,7.13,30.59,77.62,2.99,0.456,13.03,70.86,4.04,1
2026-06-13,G0198,25.93649,86.65004,6.36,29.41,74.97,3.58,0.341,14.35,66.98,10.53,1
2026-06-13,G0199,25.93649,86.69006,15.42,28.83,76.95,4.88,0.377,15.02,68.82,11.85,1
2026-06-13,G0200,25.93649,86.73008,14.7,28.99,80.54,3.56,0.379,12.07,67.48,8.72,1
2026-06-13,G0201,25.93649,86.7701,6.18,28.58,84.57,2.97,0.322,8.94,65.38,4.66,1
2026-06-13,G0202,25.93649,86.81011,10.87,28.73,67.52,2.84,0.37,12.4,68.5,7.99,1
2026-06-13,G0203,25.93649,86.85013,4.78,28.39,71.23,3.0,0.396,6.03,65.82,10.82,1
2026-06-13,G0204,25.93649,86.89015,12.35,31.34,69.37,4.11,0.268,13.37,69.57,9.27,1
2026-06-13,G0205,25.93649,86.93017,14.11,27.63,79.77,4.77,0.342,12.01,65.45,11.4,1
2026-06-13,G0206,25.93649,86.97018,5.47,29.53,79.98,4.42,0.372,4.19,67.59,7.07,1
2026-06-13,G0207,25.93649,87.0102,8.45,27.09,81.31,1.55,0.362,9.62,68.93,7.73,1
2026-06-13,G0208,25.93649,87.05022,7.08,29.27,77.78,3.68,0.413,10.94,66.77,10.34,1
2026-06-13,G0209,25.93649,87.09024,6.94,29.8,80.31,3.04,0.415,10.67,70.11,12.08,1
2026-06-13,G0210,25.93649,87.13012,10.68,27.59,79.37,2.99,0.308,11.93,66.23,4.2,1
2026-06-13,G0211,25.97252,86.57001,15.18,29.69,79.94,5.57,0.33,12.2,69.69,10.74,1
2026-06-13,G0212,25.97252,86.61003,8.32,28.93,75.99,2.96,0.401,10.81,67.79,6.84,1
2026-06-13,G0213,25.97252,86.65004,8.89,28.86,71.16,3.53,0.417,14.24,68.98,16.67,1
2026-06-13,G0214,25.97252,86.69006,12.11,29.09,82.49,5.67,0.364,4.29,70.42,12.4,1
2026-06-13,G0215,25.97252,86.73008,8.2,27.46,91.29,4.15,0.339,6.43,67.34,8.79,1
2026-06-13,G0216,25.97252,86.7701,23.21,29.25,75.27,5.16,0.353,11.31,70.64,15.59,1
2026-06-13,G0217,25.97252,86.81011,12.38,26.8,75.77,2.57,0.375,11.75,69.76,11.46,1
2026-06-13,G0218,25.97252,86.85013,17.2,26.64,80.48,4.06,0.438,0.18,69.34,8.42,1
2026-06-13,G0219,25.97252,86.89015,11.02,26.93,72.4,3.33,0.363,6.08,69.44,4.98,1
2026-06-13,G0220,25.97252,86.93017,16.96,27.84,74.77,4.49,0.351,8.11,68.38,9.26,1
2026-06-13,G0221,25.97252,86.97018,5.49,28.78,87.57,3.54,0.361,10.28,68.73,12.05,1
2026-06-13,G0222,25.97252,87.0102,10.68,31.05,67.84,3.62,0.359,10.88,68.67,7.53,1
2026-06-13,G0223,25.97252,87.05022,5.53,28.57,70.67,3.94,0.355,9.14,70.13,3.39,1
2026-06-13,G0224,25.97252,87.09024,8.7,28.92,71.76,3.19,0.388,12.49,71.95,12.33,1
2026-06-13,G0225,25.97252,87.13012,8.19,28.57,72.62,2.25,0.387,3.72,69.24,5.23,1
2026-06-13,G0226,26.00856,86.57001,14.85,31.16,72.59,4.96,0.328,10.87,76.52,14.3,1
2026-06-13,G0227,26.00856,86.61003,11.68,27.04,72.84,3.16,0.336,14.9,71.48,14.27,1
2026-06-13,G0228,26.00856,86.65004,13.75,29.08,80.54,4.01,0.397,15.06,70.48,8.79,1
2026-06-13,G0229,26.00856,86.69006,9.51,28.73,75.64,3.66,0.373,6.47,66.25,4.36,1
2026-06-13,G0230,26.00856,86.73008,15.17,28.51,84.19,0.7,0.4,16.52,70.67,11.95,1
2026-06-13,G0231,26.00856,86.7701,15.76,29.38,65.37,3.19,0.4,4.78,69.54,1.53,1
2026-06-13,G0232,26.00856,86.81011,13.6,27.24,69.08,3.56,0.432,15.57,71.31,7.45,1
2026-06-13,G0233,26.00856,86.85013,17.12,29.13,80.35,4.22,0.412,3.35,68.92,7.77,1
2026-06-13,G0234,26.00856,86.89015,6.86,29.5,76.94,4.2,0.456,10.55,69.25,9.92,1
2026-06-13,G0235,26.00856,86.93017,10.05,28.75,74.87,4.76,0.393,11.86,72.99,13.48,1
2026-06-13,G0236,26.00856,86.97018,18.28,30.9,67.54,5.24,0.354,6.86,68.12,8.38,1
2026-06-13,G0237,26.00856,87.0102,16.45,30.81,77.15,6.11,0.452,11.07,72.02,12.98,1
2026-06-13,G0238,26.00856,87.05022,8.22,28.76,75.04,4.76,0.401,11.05,70.07,9.02,1
2026-06-13,G0239,26.00856,87.09024,7.35,28.24,84.7,2.64,0.454,8.7,71.53,12.71,1
2026-06-13,G0240,26.00856,87.13012,11.31,27.21,74.95,2.52,0.423,6.75,71.31,21.78,1
2026-06-13,G0241,26.04459,86.57001,5.55,26.69,73.55,3.32,0.325,1.64,74.85,4.43,1
2026-06-13,G0242,26.04459,86.61003,15.02,28.43,79.64,4.14,0.359,8.29,72.46,4.55,1
2026-06-13,G0243,26.04459,86.65004,9.77,30.8,75.42,2.2,0.398,12.31,70.07,8.03,1
2026-06-13,G0244,26.04459,86.69006,8.64,30.31,77.81,2.28,0.418,9.25,74.26,17.31,1
2026-06-13,G0245,26.04459,86.73008,13.46,28.55,78.43,2.79,0.432,7.32,71.92,7.07,1
2026-06-13,G0246,26.04459,86.7701,15.66,29.19,74.2,4.86,0.367,15.52,74.08,8.97,1
2026-06-13,G0247,26.04459,86.81011,11.17,29.69,78.13,3.08,0.367,9.68,70.18,5.45,1
2026-06-13,G0248,26.04459,86.85013,5.23,29.0,68.73,4.29,0.358,12.36,75.94,9.97,1
2026-06-13,G0249,26.04459,86.89015,12.44,26.55,72.54,2.55,0.366,2.28,72.29,6.88,1
2026-06-13,G0250,26.04459,86.93017,9.27,28.57,70.9,5.35,0.299,3.82,73.36,7.85,1
2026-06-13,G0251,26.04459,86.97018,14.94,28.28,86.76,3.96,0.332,9.61,70.47,11.49,1
2026-06-13,G0252,26.04459,87.0102,5.96,30.19,80.66,3.8,0.385,12.28,74.03,9.35,1
2026-06-13,G0253,26.04459,87.05022,7.04,30.2,70.03,3.87,0.403,10.17,73.21,9.34,1
2026-06-13,G0254,26.04459,87.09024,14.97,25.86,86.36,3.63,0.397,20.81,73.56,14.1,1
2026-06-13,G0255,26.04459,87.13012,13.65,30.12,87.12,4.31,0.361,10.98,76.83,11.24,1
2026-06-13,G0256,26.08063,86.57001,11.56,26.76,79.12,3.4,0.437,0,73.95,1.86,1
2026-06-13,G0257,26.08063,86.61003,14.83,29.18,79.3,1.57,0.384,14.57,73.41,13.94,1
2026-06-13,G0258,26.08063,86.65004,10.02,28.87,70.52,3.93,0.368,10.18,75.26,3.34,1
2026-06-13,G0259,26.08063,86.69006,13.66,29.86,74.7,4.21,0.358,10.15,72.66,9.97,1
2026-06-13,G0260,26.08063,86.73008,12.82,27.67,76.09,1.83,0.41,12.41,74.29,8.85,1
2026-06-13,G0261,26.08063,86.7701,15.2,29.29,74.26,3.15,0.346,17.04,74.11,11.97,1
2026-06-13,G0262,26.08063,86.81011,17.83,28.32,67.91,3.3,0.306,12.09,76.47,12.9,1
2026-06-13,G0263,26.08063,86.85013,8.8,29.51,88.34,5.43,0.383,8.2,75.43,8.29,1
2026-06-13,G0264,26.08063,86.89015,11.43,28.07,70.59,1.37,0.352,15.15,74.5,14.26,1
2026-06-13,G0265,26.08063,86.93017,5.24,29.75,79.39,1.99,0.373,12.01,75.5,7.87,1
2026-06-13,G0266,26.08063,86.97018,11.07,26.9,75.87,2.09,0.321,9.88,73.73,7.73,1
2026-06-13,G0267,26.08063,87.0102,15.66,28.6,77.65,5.17,0.361,7.08,73.01,14.35,1
2026-06-13,G0268,26.08063,87.05022,8.61,29.1,74.62,2.3,0.413,12.4,72.73,9.37,1
2026-06-13,G0269,26.08063,87.09024,9.02,28.51,81.33,3.11,0.314,9.32,71.36,9.81,1
2026-06-13,G0270,26.08063,87.13012,16.14,27.64,76.38,4.05,0.431,11.69,78.28,18.37,1
2026-06-13,G0271,26.09932,86.57001,12.36,30.33,78.65,2.26,0.333,18.0,77.54,11.68,1
2026-06-13,G0272,26.09932,86.61003,7.93,29.19,84.51,4.21,0.373,11.72,73.36,8.09,1
2026-06-13,G0273,26.09932,86.65004,5.5,30.83,75.04,3.83,0.31,9.78,74.82,6.05,1
2026-06-13,G0274,26.09932,86.69006,14.98,30.14,71.34,1.81,0.361,13.19,75.19,8.71,1
2026-06-13,G0275,26.09932,86.73008,0,27.39,77.25,5.05,0.315,15.67,72.79,7.84,1
2026-06-13,G0276,26.09932,86.7701,10.83,27.7,82.42,3.54,0.368,16.71,73.71,12.75,1
2026-06-13,G0277,26.09932,86.81011,13.44,29.02,79.08,2.28,0.423,14.03,75.12,16.68,1
2026-06-13,G0278,26.09932,86.85013,9.26,29.6,76.72,2.18,0.336,14.29,76.4,9.88,1
2026-06-13,G0279,26.09932,86.89015,12.27,27.89,84.51,2.4,0.391,13.27,73.97,9.21,1
2026-06-13,G0280,26.09932,86.93017,11.95,28.44,77.12,4.88,0.432,8.54,76.09,8.88,1
2026-06-13,G0281,26.09932,86.97018,12.28,29.25,84.2,3.85,0.434,3.81,76.58,10.74,1
2026-06-13,G0282,26.09932,87.0102,8.26,28.32,67.85,4.44,0.426,4.96,74.45,8.92,1
2026-06-13,G0283,26.09932,87.05022,10.4,30.0,76.37,1.84,0.414,12.45,74.51,10.06,1
2026-06-13,G0284,26.09932,87.09024,15.75,27.01,80.41,3.22,0.303,11.21,76.0,16.89,1
2026-06-13,G0285,26.09932,87.13012,12.66,29.9,74.54,3.79,0.286,14.8,74.05,10.68,1
2026-06-14,G0001,25.46802,86.57001,7.08,27.89,85.96,6.62,0.438,11.82,46.81,4.59,1
2026-06-14,G0002,25.46802,86.61003,10.12,29.91,79.11,1.21,0.416,11.57,46.22,5.64,1
2026-06-14,G0003,25.46802,86.65004,4.27,30.51,79.54,3.52,0.297,20.13,45.39,10.11,1
2026-06-14,G0004,25.46802,86.69006,18.14,29.7,82.81,4.19,0.469,11.16,46.05,15.18,1
2026-06-14,G0005,25.46802,86.73008,9.46,30.07,66.52,3.35,0.35,12.16,46.29,9.34,1
2026-06-14,G0006,25.46802,86.7701,8.66,30.19,75.93,4.04,0.417,15.43,48.41,8.58,1
2026-06-14,G0007,25.46802,86.81011,5.75,31.06,74.06,3.61,0.414,12.45,45.88,11.52,1
2026-06-14,G0008,25.46802,86.85013,17.89,28.07,76.62,2.3,0.37,11.38,45.82,10.66,1
2026-06-14,G0009,25.46802,86.89015,11.07,28.29,74.1,3.05,0.342,13.26,47.42,3.89,1
2026-06-14,G0010,25.46802,86.93017,15.45,29.01,86.71,2.57,0.409,15.99,44.8,13.0,1
2026-06-14,G0011,25.46802,86.97018,16.41,29.27,72.41,4.13,0.328,12.93,48.07,13.39,1
2026-06-14,G0012,25.46802,87.0102,14.2,29.12,83.46,3.47,0.371,9.78,44.73,15.3,1
2026-06-14,G0013,25.46802,87.05022,11.73,28.5,78.98,3.35,0.318,13.75,43.56,6.34,1
2026-06-14,G0014,25.46802,87.09024,8.47,30.55,80.0,4.38,0.368,12.15,43.14,7.85,1
2026-06-14,G0015,25.46802,87.13012,7.25,28.57,75.36,0.76,0.369,1.52,48.16,5.2,1
2026-06-14,G0016,25.50405,86.57001,10.01,29.98,74.73,2.66,0.367,9.94,47.72,10.41,1
2026-06-14,G0017,25.50405,86.61003,4.67,29.65,76.76,4.07,0.326,10.17,47.47,7.76,1
2026-06-14,G0018,25.50405,86.65004,12.34,28.44,85.31,4.01,0.416,10.74,50.71,14.12,1
2026-06-14,G0019,25.50405,86.69006,13.27,29.38,81.47,0.49,0.392,13.23,49.11,13.36,1
2026-06-14,G0020,25.50405,86.73008,17.01,29.39,75.18,3.06,0.42,14.56,46.35,12.29,1
2026-06-14,G0021,25.50405,86.7701,5.07,27.96,84.28,2.69,0.415,15.52,45.95,6.77,1
2026-06-14,G0022,25.50405,86.81011,4.45,28.37,74.13,4.61,0.391,6.12,47.07,4.34,1
2026-06-14,G0023,25.50405,86.85013,11.37,28.59,88.25,2.84,0.355,9.17,49.47,14.17,1
2026-06-14,G0024,25.50405,86.89015,15.71,29.23,68.46,4.55,0.355,6.9,43.1,8.74,1
2026-06-14,G0025,25.50405,86.93017,14.14,30.6,82.48,3.67,0.392,10.27,47.62,7.97,1
2026-06-14,G0026,25.50405,86.97018,4.6,32.03,79.63,4.89,0.314,16.03,48.13,11.26,1
2026-06-14,G0027,25.50405,87.0102,13.53,30.01,75.58,4.77,0.35,8.38,45.66,8.51,1
2026-06-14,G0028,25.50405,87.05022,13.23,28.53,75.72,4.94,0.408,13.16,51.99,6.36,1
2026-06-14,G0029,25.50405,87.09024,16.6,29.57,69.01,1.92,0.298,6.78,50.17,8.35,1
2026-06-14,G0030,25.50405,87.13012,15.39,28.43,79.47,3.98,0.381,3.43,46.9,6.5,1
2026-06-14,G0031,25.54009,86.57001,7.66,31.07,72.59,4.71,0.414,6.45,48.27,4.58,1
2026-06-14,G0032,25.54009,86.61003,7.46,30.34,75.5,3.97,0.405,4.46,50.84,2.73,1
2026-06-14,G0033,25.54009,86.65004,4.38,30.47,80.96,3.85,0.386,12.29,48.52,13.32,1
2026-06-14,G0034,25.54009,86.69006,6.65,28.92,69.8,5.71,0.369,9.27,51.5,2.34,1
2026-06-14,G0035,25.54009,86.73008,9.15,28.53,74.79,0.51,0.34,6.42,47.99,8.81,1
2026-06-14,G0036,25.54009,86.7701,12.63,30.43,78.04,2.22,0.393,12.14,47.83,12.22,1
2026-06-14,G0037,25.54009,86.81011,15.64,29.45,76.69,3.43,0.442,13.52,48.67,12.85,1
2026-06-14,G0038,25.54009,86.85013,9.24,27.63,69.97,3.41,0.443,8.26,47.77,6.9,1
2026-06-14,G0039,25.54009,86.89015,7.6,29.16,86.99,4.7,0.378,9.37,46.08,5.48,1
2026-06-14,G0040,25.54009,86.93017,10.3,29.9,76.28,4.36,0.316,0,47.4,4.22,1
2026-06-14,G0041,25.54009,86.97018,6.11,28.94,70.45,4.45,0.351,9.52,47.85,4.61,1
2026-06-14,G0042,25.54009,87.0102,17.94,30.22,78.29,3.34,0.366,16.91,47.56,12.55,1
2026-06-14,G0043,25.54009,87.05022,14.45,30.26,75.26,4.54,0.321,4.6,48.01,5.24,1
2026-06-14,G0044,25.54009,87.09024,7.46,31.03,80.45,3.29,0.38,12.48,46.11,13.6,1
2026-06-14,G0045,25.54009,87.13012,10.28,30.84,76.36,2.52,0.377,13.48,48.17,4.81,1
2026-06-14,G0046,25.57613,86.57001,7.05,30.97,83.52,3.25,0.351,17.61,52.57,5.61,1
2026-06-14,G0047,25.57613,86.61003,16.57,28.02,82.56,2.26,0.36,14.22,51.01,10.59,1
2026-06-14,G0048,25.57613,86.65004,7.62,31.86,73.29,2.09,0.339,11.03,51.29,5.76,1
2026-06-14,G0049,25.57613,86.69006,9.56,29.1,79.12,2.11,0.371,9.95,50.58,8.09,1
2026-06-14,G0050,25.57613,86.73008,14.28,32.29,72.07,4.02,0.432,12.68,51.5,12.73,1
2026-06-14,G0051,25.57613,86.7701,11.92,30.88,84.61,3.26,0.377,12.77,47.54,10.64,1
2026-06-14,G0052,25.57613,86.81011,5.26,27.59,70.93,2.95,0.376,8.41,51.48,6.4,1
2026-06-14,G0053,25.57613,86.85013,10.84,28.34,83.23,3.61,0.397,7.52,53.54,10.6,1
2026-06-14,G0054,25.57613,86.89015,6.93,28.66,79.28,5.13,0.357,6.76,50.55,8.16,1
2026-06-14,G0055,25.57613,86.93017,14.57,29.54,76.42,4.08,0.382,11.86,51.97,9.47,1
2026-06-14,G0056,25.57613,86.97018,10.43,29.25,68.21,3.18,0.431,13.37,51.31,8.31,1
2026-06-14,G0057,25.57613,87.0102,19.25,30.81,74.4,3.82,0.431,9.09,51.23,8.85,1
2026-06-14,G0058,25.57613,87.05022,13.23,30.39,71.21,1.74,0.354,4.71,49.71,11.39,1
2026-06-14,G0059,25.57613,87.09024,12.39,30.19,75.79,4.67,0.396,10.76,54.55,7.76,1
2026-06-14,G0060,25.57613,87.13012,14.69,27.83,76.88,5.6,0.353,7.9,49.78,8.28,1
2026-06-14,G0061,25.61216,86.57001,6.75,28.78,81.61,3.78,0.304,19.02,51.2,14.09,1
2026-06-14,G0062,25.61216,86.61003,8.42,28.59,78.2,4.54,0.358,14.19,53.45,12.42,1
2026-06-14,G0063,25.61216,86.65004,9.37,30.16,76.12,3.48,0.246,6.25,52.99,5.1,1
2026-06-14,G0064,25.61216,86.69006,8.29,30.26,80.16,3.29,0.384,17.08,50.1,13.36,1
2026-06-14,G0065,25.61216,86.73008,8.36,29.89,77.22,3.5,0.407,9.61,52.89,13.25,1
2026-06-14,G0066,25.61216,86.7701,14.73,31.44,89.36,2.23,0.387,19.07,51.06,17.66,1
2026-06-14,G0067,25.61216,86.81011,12.78,28.18,75.31,2.7,0.426,9.06,51.67,9.13,1
2026-06-14,G0068,25.61216,86.85013,10.08,28.72,77.56,2.6,0.302,6.16,52.07,3.93,1
2026-06-14,G0069,25.61216,86.89015,9.11,28.14,83.0,3.91,0.386,8.41,52.19,7.47,1
2026-06-14,G0070,25.61216,86.93017,14.19,30.38,75.57,4.31,0.363,0.66,51.81,3.67,1
2026-06-14,G0071,25.61216,86.97018,11.33,30.52,74.77,1.47,0.327,4.51,51.22,7.9,1
2026-06-14,G0072,25.61216,87.0102,9.86,30.28,75.53,2.13,0.339,3.37,48.87,5.94,1
2026-06-14,G0073,25.61216,87.05022,9.23,29.65,80.67,3.24,0.422,4.27,49.83,7.09,1
2026-06-14,G0074,25.61216,87.09024,13.22,31.19,81.54,3.45,0.3,5.17,51.94,9.62,1
2026-06-14,G0075,25.61216,87.13012,6.97,29.42,70.74,2.56,0.41,7.25,51.84,7.08,1
2026-06-14,G0076,25.6482,86.57001,6.1,30.18,72.14,1.1,0.426,7.42,57.79,6.29,1
2026-06-14,G0077,25.6482,86.61003,13.37,28.28,73.8,3.46,0.415,12.18,55.54,10.63,1
2026-06-14,G0078,25.6482,86.65004,16.78,29.15,76.22,4.23,0.357,16.27,54.83,15.7,1
2026-06-14,G0079,25.6482,86.69006,13.19,26.88,72.96,2.58,0.383,7.66,54.42,9.78,1
2026-06-14,G0080,25.6482,86.73008,7.13,29.27,66.21,3.74,0.41,18.63,51.99,13.37,1
2026-06-14,G0081,25.6482,86.7701,9.98,29.7,77.02,2.49,0.394,4.31,57.54,5.8,1
2026-06-14,G0082,25.6482,86.81011,10.48,30.61,75.98,3.35,0.347,7.98,58.06,7.65,1
2026-06-14,G0083,25.6482,86.85013,18.38,29.87,69.98,4.6,0.408,13.78,57.71,10.3,1
2026-06-14,G0084,25.6482,86.89015,2.76,28.13,75.65,4.01,0.305,5.54,55.19,6.35,1
2026-06-14,G0085,25.6482,86.93017,12.12,29.53,77.69,2.86,0.437,0.03,49.73,0,0
2026-06-14,G0086,25.6482,86.97018,8.58,29.64,66.27,0.96,0.431,6.38,55.71,6.74,1
2026-06-14,G0087,25.6482,87.0102,9.03,29.85,80.45,4.2,0.356,8.33,52.19,12.57,1
2026-06-14,G0088,25.6482,87.05022,9.37,28.93,76.05,2.48,0.366,15.13,55.51,9.14,1
2026-06-14,G0089,25.6482,87.09024,19.29,29.59,78.08,2.83,0.389,14.26,53.34,13.25,1
2026-06-14,G0090,25.6482,87.13012,10.8,27.67,74.06,3.68,0.409,8.52,52.42,5.66,1
2026-06-14,G0091,25.68423,86.57001,14.33,28.83,80.92,1.26,0.459,9.79,53.16,8.81,1
2026-06-14,G0092,25.68423,86.61003,4.32,30.25,83.03,1.49,0.371,15.46,57.02,9.83,1
2026-06-14,G0093,25.68423,86.65004,12.35,29.01,72.77,2.11,0.371,7.38,53.46,8.83,1
2026-06-14,G0094,25.68423,86.69006,6.99,29.95,85.51,2.77,0.383,10.19,55.95,7.4,1
2026-06-14,G0095,25.68423,86.73008,10.53,28.69,75.19,4.1,0.324,14.59,58.63,10.44,1
2026-06-14,G0096,25.68423,86.7701,11.53,29.95,67.41,4.09,0.422,5.94,59.45,7.23,1
2026-06-14,G0097,25.68423,86.81011,11.92,29.62,76.01,4.26,0.383,5.59,57.16,8.59,1
2026-06-14,G0098,25.68423,86.85013,14.12,29.74,80.02,4.89,0.362,5.32,56.25,8.53,1
2026-06-14,G0099,25.68423,86.89015,16.2,31.46,82.17,2.31,0.364,4.87,56.42,5.1,1
2026-06-14,G0100,25.68423,86.93017,13.91,30.27,70.04,5.78,0.379,0,58.72,3.65,1
2026-06-14,G0101,25.68423,86.97018,9.2,30.78,76.3,0.84,0.353,4.03,53.78,8.25,1
2026-06-14,G0102,25.68423,87.0102,6.77,29.57,82.42,5.07,0.363,3.46,55.33,5.34,1
2026-06-14,G0103,25.68423,87.05022,11.87,29.84,80.86,3.31,0.358,8.83,53.84,8.78,1
2026-06-14,G0104,25.68423,87.09024,0.46,31.51,70.28,2.52,0.34,3.1,54.1,0,0
2026-06-14,G0105,25.68423,87.13012,4.93,28.67,78.12,3.66,0.324,15.4,56.8,10.76,1
2026-06-14,G0106,25.72027,86.57001,7.68,31.92,84.32,3.13,0.346,12.49,58.63,5.5,1
2026-06-14,G0107,25.72027,86.61003,10.99,30.59,75.88,2.73,0.411,8.06,55.94,2.57,1
2026-06-14,G0108,25.72027,86.65004,9.15,31.9,81.39,1.72,0.362,5.2,52.77,7.44,1
2026-06-14,G0109,25.72027,86.69006,0,27.12,78.23,4.91,0.345,9.14,59.8,0,0
2026-06-14,G0110,25.72027,86.73008,21.62,28.55,79.1,2.77,0.371,2.45,58.18,11.13,1
2026-06-14,G0111,25.72027,86.7701,13.89,30.89,71.35,2.79,0.403,2.97,58.56,4.19,1
2026-06-14,G0112,25.72027,86.81011,8.56,29.3,72.06,3.41,0.423,10.51,57.27,11.97,1
2026-06-14,G0113,25.72027,86.85013,14.06,28.0,71.07,3.3,0.413,7.38,57.44,10.98,1
2026-06-14,G0114,25.72027,86.89015,16.33,29.32,85.61,3.58,0.417,5.99,57.3,8.54,1
2026-06-14,G0115,25.72027,86.93017,9.82,29.34,70.11,3.16,0.397,0,56.19,1.28,1
2026-06-14,G0116,25.72027,86.97018,15.02,29.75,73.26,3.71,0.363,5.08,59.86,6.64,1
2026-06-14,G0117,25.72027,87.0102,7.29,29.83,82.84,4.91,0.346,8.49,58.54,11.46,1
2026-06-14,G0118,25.72027,87.05022,10.85,28.72,84.74,6.09,0.394,11.45,57.66,9.64,1
2026-06-14,G0119,25.72027,87.09024,11.26,31.76,74.91,3.55,0.371,9.91,58.5,7.72,1
2026-06-14,G0120,25.72027,87.13012,13.1,29.91,73.29,5.38,0.389,2.48,58.67,7.68,1
2026-06-14,G0121,25.75631,86.57001,11.37,28.44,73.07,3.8,0.402,12.03,57.86,11.8,1
2026-06-14,G0122,25.75631,86.61003,5.26,32.28,76.81,2.5,0.397,10.9,60.5,8.79,1
2026-06-14,G0123,25.75631,86.65004,12.12,27.09,77.81,2.27,0.351,7.17,61.19,10.57,1
2026-06-14,G0124,25.75631,86.69006,12.04,29.36,72.9,3.66,0.358,2.87,60.2,6.39,1
2026-06-14,G0125,25.75631,86.73008,9.56,29.5,74.7,4.25,0.345,8.7,54.87,13.21,1
2026-06-14,G0126,25.75631,86.7701,10.13,27.63,78.05,3.73,0.396,15.97,59.47,18.02,1
2026-06-14,G0127,25.75631,86.81011,7.96,29.54,81.28,4.25,0.341,7.97,58.52,4.23,1
2026-06-14,G0128,25.75631,86.85013,4.13,31.47,78.28,2.38,0.426,1.21,58.33,1.29,1
2026-06-14,G0129,25.75631,86.89015,17.4,30.51,77.9,2.43,0.364,5.86,59.16,7.52,1
2026-06-14,G0130,25.75631,86.93017,17.42,28.74,69.8,4.02,0.387,8.01,60.85,15.13,1
2026-06-14,G0131,25.75631,86.97018,9.33,29.42,79.34,4.01,0.412,5.23,57.25,9.57,1
2026-06-14,G0132,25.75631,87.0102,7.43,28.43,70.13,6.07,0.352,4.37,59.16,8.04,1
2026-06-14,G0133,25.75631,87.05022,10.23,30.54,74.01,4.88,0.364,5.84,59.69,6.99,1
2026-06-14,G0134,25.75631,87.09024,12.09,28.92,75.03,4.74,0.378,3.18,59.66,5.88,1
2026-06-14,G0135,25.75631,87.13012,8.16,27.63,75.28,1.69,0.394,8.86,57.82,7.69,1
2026-06-14,G0136,25.79234,86.57001,13.82,29.86,73.07,4.14,0.46,7.41,60.02,10.59,1
2026-06-14,G0137,25.79234,86.61003,7.27,30.45,72.14,2.07,0.377,1.01,59.83,1.88,1
2026-06-14,G0138,25.79234,86.65004,14.17,29.63,73.58,2.88,0.336,5.17,62.3,7.0,1
2026-06-14,G0139,25.79234,86.69006,14.77,29.21,72.54,1.9,0.318,7.74,66.85,5.65,1
2026-06-14,G0140,25.79234,86.73008,14.64,27.86,67.94,5.1,0.369,5.43,67.35,8.75,1
2026-06-14,G0141,25.79234,86.7701,11.8,28.44,73.54,5.4,0.372,7.63,59.65,10.62,1
2026-06-14,G0142,25.79234,86.81011,9.82,29.22,74.04,4.37,0.32,5.72,63.0,3.99,1
2026-06-14,G0143,25.79234,86.85013,6.21,28.63,79.37,5.66,0.352,2.27,61.56,5.8,1
2026-06-14,G0144,25.79234,86.89015,13.13,29.24,77.38,3.54,0.413,1.32,60.18,3.86,1
2026-06-14,G0145,25.79234,86.93017,6.4,30.43,69.4,3.16,0.345,9.9,61.32,8.98,1
2026-06-14,G0146,25.79234,86.97018,14.52,28.92,78.71,4.55,0.365,0.06,61.84,4.92,1
2026-06-14,G0147,25.79234,87.0102,19.32,29.47,78.07,5.85,0.369,9.48,61.75,10.43,1
2026-06-14,G0148,25.79234,87.05022,13.61,30.73,70.79,4.37,0.376,4.08,65.09,5.05,1
2026-06-14,G0149,25.79234,87.09024,7.96,29.04,73.59,2.21,0.366,11.15,62.02,5.33,1
2026-06-14,G0150,25.79234,87.13012,14.76,27.28,75.66,3.25,0.433,4.66,59.65,5.19,1
2026-06-14,G0151,25.82838,86.57001,8.91,30.13,72.16,1.13,0.377,7.22,63.38,10.32,1
2026-06-14,G0152,25.82838,86.61003,16.76,30.15,71.65,3.87,0.357,15.65,60.23,18.61,1
2026-06-14,G0153,25.82838,86.65004,7.8,27.92,79.97,1.6,0.36,12.62,61.52,12.31,1
2026-06-14,G0154,25.82838,86.69006,12.05,27.63,76.43,3.18,0.293,9.75,59.66,5.29,1
2026-06-14,G0155,25.82838,86.73008,10.42,27.83,81.84,2.32,0.434,13.72,62.65,7.78,1
2026-06-14,G0156,25.82838,86.7701,9.47,30.94,70.58,3.38,0.323,14.56,63.47,12.8,1
2026-06-14,G0157,25.82838,86.81011,8.0,29.28,81.46,1.31,0.397,8.81,60.9,6.41,1
2026-06-14,G0158,25.82838,86.85013,11.91,30.06,65.88,2.77,0.397,0.52,58.52,3.41,1
2026-06-14,G0159,25.82838,86.89015,4.46,28.53,72.31,3.66,0.337,4.6,62.71,1.14,1
2026-06-14,G0160,25.82838,86.93017,6.1,27.5,84.3,1.81,0.43,4.56,63.5,6.76,1
